"Name","Slug","Summary","Body","Path","CategorySlug","CategoryPathSlug","VideoUrl","SourceFile"
"Quick Slot Finder","quick-slot-finder","Guide for Quick Slot Finder","<p><video controls src=""/videos/quick-slot-finder.mp4"" style=""width: 100%""></video></p>
<p>This guide explains how to utilize the newly added Quick Slot Finder feature. This tool assists in finding available therapy slots based on specialty or specific dates.</p>
<h3>Step 1: Initiate the Quick Slot Finder by clicking on it.</h3>
<h3>Step 2: Notice the filter for therapists.</h3>
<h3>Step 3: Choose the therapist or the specialty to find available slots.</h3>
<p>For instance, to find slots for a physical therapist for a thirty-minute appointment:</p>
<h3>Step 4: View all available therapists and their respective time slots.</h3>
<h3>Step 5: Select the desired therapist.</h3>
<h3>Step 6: Proceed to book the appointment.</h3>
<p>Upon clicking, an appointment card will appear.</p>
<h3>Step 7: Enter the patient&#39;s details and schedule the appointment.</h3>
","new-features","new-features","new-features","","new-features/quick-slot-finder.md"
"SPRY AI Fax","spry-ai-fax","Guide for SPRY AI Fax","<p><video controls src=""/videos/spry-ai-fax.mp4"" style=""width: 100%""></video></p>
<p>Explore the AI-enhanced eFax feature in this guide. This feature includes an AI analyzer for faxes, providing information about the sender, recipient, and a summary of the fax content. </p>
<h3>Step 1: Navigate to the eFax section.</h3>
<h3>Step 2: Choose efax.</h3>
<h3>Step 3: Click on analyze. The AI analyzer identifies the sender and recipient of the fax. Hover over the analyzed fax to view a summary.</h3>
<h3>Step 4: Open the fax by clicking on it. The AI creates a patient profile based on the information from the fax.</h3>
<h3>Step 5: Ensure all mandatory details are filled in. If any information is missing, fill it in.</h3>
<h3>Step 6: Click on add patient. The AI prepopulates the data, and the patient is added successfully.</h3>
<h3>Step 7: Verify the addition of the patient by going to your patient dashboard.</h3>
<h3>Step 8: Search for the patient&#39;s name. The new patient should now be visible in the system.</h3>
<h3>Step 9: Return to the eFax section to analyze the second document.</h3>
<h3>Step 10: Open the eFax.</h3>
<h3>Step 11: Select the patient from the drop-down menu. The AI identifies the patient.</h3>
<h3>Step 12: Select the case.</h3>
<h3>Step 13: If applicable, write any notes.</h3>
<h3>Step 14: Click on submit.</h3>
<h3>Step 15: Return to the patient tab to see the updated status.</h3>
<h3>Step 16: Analyze the third document. The AI identifies the sender and recipient of the fax.</h3>
<h3>Step 17: Open the fax and select the patient.</h3>
<h3>Step 18: View the fax. When you click on compose fax, the AI identifies which document to send.</h3>
<h3>Step 19: Click on the identified document.</h3>
<h3>Step 20: Click on save.</h3>
<h3>Step 21: Enter the fax number and other details, then click send to send the efax.</h3>
<h3>Step 22: Analyze the fourth document.</h3>
<h3>Step 23: Open the fax. The AI identifies the patient and the reference ID from the authorization.</h3>
<h3>Step 24: Select the case and verify the other information which the AI has auto-populated.</h3>
<h3>Step 25: Click on add authorization. The authorization is added to the patient&#39;s dashboard.</h3>
<h3>Step 26: Return to the eFax dashboard. The AI updates the status of all your faxes.</h3>
<p>This concludes the guide on using the AI-enhanced eFax feature.</p>
","new-features","new-features","new-features","","new-features/spry-ai-fax.md"
"SPRY Business Intelligence Tool Overview","spry-business-intelligence-tool-overview","Guide for SPRY Business Intelligence Tool Overview","<p><video controls src=""/videos/spry-business-intelligence-tool-overview.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to navigate and utilize the Spry Business Intelligence (BI) Tool to optimize your clinic&#39;s performance and improve patient outcomes.</p>
<h3>Step 1: Open the Spry BI Tool and click on Reports.</h3>
<h3>Step 2: Explore features like scheduling, revenue, and account receivable. Let&#39;s start with scheduling. On the scheduling page, you&#39;ll find multiple reports or views in pie charts or bar graphs. For instance, you&#39;ll see a count of appointments per payment mode, such as self-pay appointments and insurance pay appointments.</h3>
<h3>Step 3: Check out the widgets per month. For example, the visit count in December 2024 is 1.41k. You&#39;ll also see cancelled widgets and the cancellation ratio.</h3>
<h3>Step 4: Look at the distribution of CPT codes per billed units. For example, code 97110 has been billed 50.67% of the time. You&#39;ll also see the provider&#39;s time utilization. For instance, one provider has utilized 476 hours.</h3>
<h3>Step 5: Drill down to each view for more detailed information. Click on a specific item, then click on Drill by. This will allow you to see more specific data, such as the referring physician&#39;s names or the doctors who have appointments with specific insurance payers.</h3>
<h3>Step 6: Move to the revenue screen. Here, you&#39;ll see total revenue by category on paid date, including patient paid, insurance paid, and patient self-pay. You&#39;ll also see total monthly revenue.</h3>
<h3>Step 7: Check out the comparison of average self-pay amount and average insurance paid amount. You&#39;ll also see reimbursement per appointment types.</h3>
<h3>Step 8: Look at the therapist collected amount. This is the amount that the therapist has collected.</h3>
<h3>Step 9: Check out reimbursements per payer. This shows how much reimbursement the clinic has received from a particular payer.</h3>
<h3>Step 10: Move to account receivable (AR). Here, you can track primary and secondary AR and drill down for more details.</h3>
<p>Remember, these reports can be customized on demand. The provider can see their own data, while the clinic&#39;s admin or front desk can see the whole clinic&#39;s data. That&#39;s all about the Spry BI Tool. Thank you for reading!</p>
","new-features","new-features","new-features","","new-features/spry-business-intelligence-tool-overview.md"
"Telehealth Video Link Feature Update","telehealth-video-link-feature-update","Guide for Telehealth Video Link Feature Update","<p><video controls src=""/videos/telehealth-video-link-feature-update.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to use the Telehealth feature to update and manage your video appointments.</p>
<h3>Step 1: Navigate to the Timeline and click on it.</h3>
<h3>Step 2: Select an Appointment slot.</h3>
<h3>Step 3: Provide all the required information.</h3>
<h3>Step 4: Input your email address.</h3>
<p>Remember, it&#39;s crucial to input the correct email address as you&#39;ll receive the telehealth link via this email.</p>
<h3>Step 5: Locate the Telehealth video link option.</h3>
<h3>Step 6: Paste your video link in the provided field and click on Send Link and Reserve Appointment.</h3>
<p>Congratulations! You&#39;ve successfully added your appointment. </p>
<h3>Step 7: To verify your email, navigate to your email account.</h3>
<p>You should have received an email with the Telehealth link. Click on the link to open it directly.If you need to change the video link:</p>
<h3>Step 8: Go back to the Appointment card and open it.</h3>
<h3>Step 9: Navigate to Basic info.</h3>
<h3>Step 10: Here, you&#39;re able to modify your Telehealth video link.</h3>
<h3>Step 11: Make the necessary changes.</h3>
<p>You&#39;re now able to reschedule your appointment. Thank you for following this guide!</p>
","new-features","new-features","new-features","","new-features/telehealth-video-link-feature-update.md"
"Bulk Download and Print Patient Documents and SOAP Notes Guide","bulk-download-and-print-patient-documents-and-soap-notes-guide","Guide for Bulk Download and Print Patient Documents and SOAP Notes Guide","<p><video controls src=""/videos/bulk-download-and-print-patient-documents-and-soap-notes-guide.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to use the new feature for bulk downloading and printing of patient documents, SOAP notes, previous EMR notes, and POCs.</p>
<h3>Step 1: Navigate to the patient&#39;s timeline and select Patient Documents. These are the documents attached for the patient.</h3>
<h3>Step 2: To download or print all documents at once, click on the Checkbox. This action selects all documents.</h3>
<h3>Step 3: If you only want to select a few documents, click on the Checkbox next to each document you want to include.</h3>
<h3>Step 4: After selecting the documents, click on Download. The selected files will download as a zip file on your system.</h3>
<h3>Step 5: To print the selected documents, click on Print. The selected documents will print out.</h3>
<h3>Step 6: To download SOAP notes or legacy notes in bulk, navigate to the patient&#39;s timeline and click on Export at the top.</h3>
<h3>Step 7: On the left side, you&#39;ll see all the document types for the patient. To download all the SOAP notes, click on SOAP Notes. The SOAP notes for the last six months will display.</h3>
<h3>Step 8: If you want to extend the date range, adjust it in the Date Range Filter.</h3>
<h3>Step 9: With all documents selected, you have the option to download, print, or send Effects directly to the MD from this screen.</h3>
<h3>Step 10: To download the POC for the patient, click on POC. The SOAP notes and plan of care will download together.</h3>
<p>And that&#39;s it! You&#39;ve successfully learned how to bulk download and print patient documents, SOAP notes, previous EMR notes, and POCs.</p>
","new-updates","new-updates","new-updates","","new-updates/bulk-download-and-print-patient-documents-and-soap-notes-guide.md"
"Claim Assist Overview","claim-assist-overview","Guide for Claim Assist Overview","<p><video controls src=""/videos/claim-assist-overview.mp4"" style=""width: 100%""></video></p>
","new-updates","new-updates","new-updates","","new-updates/claim-assist-overview.md"
"Client Onboarding via Slack","client-onboarding-via-slack","Guide for Client Onboarding via Slack","<p><video controls src=""/videos/client-onboarding-via-slack.mp4"" style=""width: 100%""></video></p>
<p>This article will guide you through the process of using Slack for seamless client onboarding and efficient query resolution.</p>
<h3>Step 1: Start by understanding the onboarding process. Once a client is onboarded, we create a group and add the clients to a specific Slack channel. This ensures smooth onboarding.</h3>
<h3>Step 2: If you have any queries or questions, simply post them on the channel. This way, everyone can assist you with a suitable resolution.</h3>
<h3>Step 3: To initiate a conversation, simply say &quot;Hi team, kindly resolve the query.&quot; Inform us about your issue and the responsible team will take over and help you with a resolution.</h3>
<h3>Step 4: Ensure not to ask another query on the same thread. If another query is asked on the same thread, there&#39;s a chance of missing out on the query. Always start a fresh conversation for each new query.</h3>
<h3>Step 5: To keep track of your first query and its resolution, check the replies from the team members. This will give you an idea of the progress towards resolving your query. You can raise your second query in the same manner.</h3>
<h3>Step 6: Remember, using Slack is simple. Whenever a new conversation is initiated, ensure it&#39;s not under any other query&#39;s thread. It should always be a new conversation.</h3>
<h3>Step 7: Keep in mind that every new query should initiate a new conversation on Slack.</h3>
","new-updates","new-updates","new-updates","","new-updates/client-onboarding-via-slack.md"
"Clover Payment Process Guide","clover-payment-process-guide","Guide for Clover Payment Process Guide","<p><video controls src=""/videos/clover-payment-process-guide.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to use Clover Inspiring for both terminal and online payments.</p>
<h3>Step 1: Start by observing the Clover terminal and Clover Online interface.</h3>
<h3>Step 2: The terminal is designed for offline payments. Simply tap or swipe your card to initiate the payment process.</h3>
<h3>Step 3: For online payments, notice the save card option. If you&#39;d like to save your card for future transactions, select this option.</h3>
<h3>Step 4: To proceed with the payment, input your card number, expiration date, and CVV. Once you&#39;ve entered these details, the payment processing will begin.</h3>
<h3>Step 5: Upon successful payment, you&#39;ll see a confirmation message. That&#39;s it! You&#39;ve now learned how to use Clover for terminal and online payments.</h3>
","new-updates","new-updates","new-updates","","new-updates/clover-payment-process-guide.md"
"Co-treatment Workflow","co-treatment-workflow","Guide for Co-treatment Workflow","<p><video controls src=""/videos/co-treatment-workflow.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to add CO treatment to a SOAP Note and view the treatment summary.</p>
<h3>Step 1: Start by clicking on the SOAP Note where you want to add CO treatment.</h3>
<h3>Step 2: Proceed to fill the subjective section.</h3>
<h3>Step 3: Next, fill the objective section.</h3>
<h3>Step 4: Continue with the assessment workflow.</h3>
<h3>Step 5: Now, you&#39;re in the planning section.</h3>
<h3>Step 6: Here, locate the CO treatment button.</h3>
<h3>Step 7: Activate the toggle.</h3>
<h3>Step 8: Scroll down to the cross procedure section. Under this section, you&#39;ll find two options: one for the therapist and one for the therapist assistant.</h3>
<h3>Step 9: Add the minute. Once you do this, the unit will be up.</h3>
<h3>Step 10: Ensure Auto Popul is active.</h3>
<h3>Step 11: This step is crucial if you want to see the treatment summary.</h3>
<h3>Step 12: To view the treatment summary, click on the Billing section.</h3>
<h3>Step 13: Here, you&#39;ll see the CPT codes and the modifiers for the patients.</h3>
<hr>
<p><em>Thank you for following this tutorial.</em></p>
","new-updates","new-updates","new-updates","","new-updates/co-treatment-workflow.md"
"Discount Workflow","discount-workflow","Guide for Discount Workflow","<p><video controls src=""/videos/discount-workflow.mp4"" style=""width: 100%""></video></p>
<p>In this tutorial, you&#39;ll learn how to apply a discount to all appointments in a case more efficiently. </p>
<h3>Step 1: Navigate to the patient profile.</h3>
<h3>Step 2: Click on View Profile.</h3>
<h3>Step 3: Click to create a new case.</h3>
<h3>Step 4: Fill in the mandatory information for the case.</h3>
<h3>Step 5: After filling in the mandatory information, locate the case discount toggle.</h3>
<h3>Step 6: Enter the discount value.</h3>
<h3>Step 7: Provide a reason for the discount.</h3>
<h3>Step 8: Click on Create Case. This action creates your case with the applied discount.</h3>
<h3>Step 9: To view the discount in the billing section, navigate to the Timeline.</h3>
<h3>Step 10: Click on Billing.</h3>
<h3>Step 11: Click on Charge id to view the amount of the discount.</h3>
<h3>Step 12: Click on View Superbuild to see the total charge discount and patient balance. This is where you&#39;ll see the applied discount.</h3>
<p>And that&#39;s it! You&#39;ve successfully applied a discount to all appointments in a case.</p>
","new-updates","new-updates","new-updates","","new-updates/discount-workflow.md"
"eFax Cover Page Template","efax-cover-page-template","Guide for eFax Cover Page Template","<p><video controls src=""/videos/efax-cover-page-template.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to create a template for an eFax cover page.</p>
<h3>Step 1: Start by navigating to the eFax tab.</h3>
<h3>Step 2: Proceed to the Template tab.</h3>
<h3>Step 3: Click on Create.</h3>
<h3>Step 4: Begin creating your template.</h3>
<h3>Step 5: Fill in the template name, subject, and body.</h3>
<h3>Step 6: Click on Save.</h3>
<p>Now, whenever you&#39;re composing a fax, you&#39;re able to use this template by selecting it.</p>
","new-updates","new-updates","new-updates","","new-updates/efax-cover-page-template.md"
"Explainer Video: Two-Way Messaging","explainer-video-two-way-messaging","Guide for Explainer Video: Two-Way Messaging","<p><video controls src=""/videos/explainer-video-two-way-messaging.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to view and respond to patient messages received via SMS from the clinic.</p>
<h3>Step 1: Look for a message notification on your screen when a patient receives an SMS from the clinic. It should look something like this:</h3>
<h3>Step 2: Click on the notification to view the patient&#39;s message.</h3>
<h3>Step 3: Click on Reply.</h3>
<h3>Step 4: This action takes you to the emitter dashboard where you&#39;ll see all messages from the patient. From here, you&#39;re able to respond.</h3>
<h3>Step 5: After typing your response, click on the Send button. The patient will receive your reply and it will be displayed on your screen.</h3>
","new-updates","new-updates","new-updates","","new-updates/explainer-video-two-way-messaging.md"
"Insurance and Self-Pay UI Update","insurance-and-self-pay-ui-update","Guide for Insurance and Self-Pay UI Update","<p><video controls src=""/videos/insurance-and-self-pay-ui-update.mp4"" style=""width: 100%""></video></p>
","new-updates","new-updates","new-updates","","new-updates/insurance-and-self-pay-ui-update.md"
"Insurance Card Mapping Tutorial","insurance-card-mapping-tutorial","Guide for Insurance Card Mapping Tutorial","<p><video controls src=""/videos/insurance-card-mapping-tutorial.mp4"" style=""width: 100%""></video></p>
<p>This article guides you through the process of changing the insurance card mapping on a case-by-case basis. </p>
<h3>Step 1: Begin by understanding the new section on the insurance card. This section indicates the type or status of the insurance card for each case. For instance, Aetna may be primary in case 2 and case 1, while Signal is secondary in both cases.</h3>
<h3>Step 2: To change the mapping, navigate to the appropriate section.</h3>
<h3>Step 3: Make your changes. These will automatically update across all cases. For example, if you make Aetna secondary in case 1, Signal will not be allocated by default.</h3>
<h3>Step 4: If you change the default type from secondary to tertiary, the system will ask if you want to update this in all cases.</h3>
<h3>Step 5: You have the option to update all cases or maintain the status quo for some.</h3>
<h3>Step 6: In this example, we&#39;re updating all cases.</h3>
<h3>Step 7: Once you save, the tertiary type will update across all cases.</h3>
<p>And that&#39;s it! You&#39;ve successfully changed the insurance card mapping.</p>
","new-updates","new-updates","new-updates","","new-updates/insurance-card-mapping-tutorial.md"
"NPS Feedback Workflow for Clinics","nps-feedback-workflow-for-clinics","Guide for NPS Feedback Workflow for Clinics","<p><video controls src=""/videos/nps-feedback-workflow-for-clinics.mp4"" style=""width: 100%""></video></p>
<p>This article will guide you through the process of using the NPS Net Promoter Score Feedback workflow, a tool designed to enhance your clinic&#39;s online presence and provide valuable insights for internal improvement.</p>
<h3>Step 1: After a patient has attended a pre-set number of appointments, the clinic automatically sends them an email.</h3>
<h3>Step 2: The email prompts the patient to rate their experience using a simple NPS scale. To provide feedback, click on the feedback button.</h3>
<h3>Step 3: If the feedback is negative or neutral, the workflow redirects the patient to a feedback form.</h3>
<p>This process ensures that the clinic hears any concerns without impacting its public reputation, and it provides actionable insights to improve services.</p>
<h3>Step 4: After completing the feedback form, click on the Submit feedback button.</h3>
<h3>Step 5: If the feedback is positive, the workflow guides the patient directly to the clinic&#39;s Google review page, showcasing their positive experience to the public.</h3>
<h3>Step 6: After clicking on Submit feedback, you&#39;re redirected directly to a Google review page.</h3>
<hr>
<p><em>Thank you for participating in this process. Your feedback is invaluable in helping us improve our services.</em></p>
","new-updates","new-updates","new-updates","","new-updates/nps-feedback-workflow-for-clinics.md"
"Scribe SOAP Documentation Improvements","scribe-soap-documentation-improvements","Guide for Scribe SOAP Documentation Improvements","<p><video controls src=""/videos/scribe-soap-documentation-improvements.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn about the enhanced features of Scribe that make your SOAP documentation process smoother and more flexible.</p>
<h3>Step 1: Begin with the Settings window.</h3>
<h3>Step 2: Click on the Settings window.</h3>
<h3>Step 3: Choose the level of notes - high, medium, or low, based on your preference.</h3>
<h3>Step 4: Utilize the Custom Instructions feature.</h3>
<p>Here, you&#39;re able to add your own guidance beyond presets, allowing Scribe to document in specific scenarios. This feature empowers you to personalize your notes to suit your practice style.</p>
<h3>Step 5: Enable or disable the Review window using a simple checkbox.</h3>
<p>When enabled, every output will first go to a review screen before entering your note, providing you with full control and peace of mind.</p>
<h3>Step 6: Once settings are saved, proceed to use Scribe. For this demonstration, we&#39;ll select Quick Dictation.</h3>
<p>You&#39;re not limited to using a predefined transcription, you&#39;re also able to record live with your patient. During recording, you have the ability to pause,
navigate to different SOAP sections,
or add extra instructions at any time.</p>
<h3>Step 7: After finishing, click Generate Review.</h3>
<p>Scribe will process the transcript and open the review window. Here, you have the option to select or
deselect sections you want
applied,
edit values directly if needed,
and view extra
notes that Scribe couldn&#39;t map into fields, ensuring nothing is lost. </p>
<h3>Step 8: Once satisfied, click Push to SOAP.</h3>
<p>Your selected content will instantly fill into your notes.
For future use, you have the option to build on
an existing Transcript
or refine it to further enhance outputs, or
start a fresh new one.
That&#39;s it! With these improvements, Scribe offers smoother navigation, personalized settings, and a review-first process, giving you complete control over your documentation.</p>
","new-updates","new-updates","new-updates","","new-updates/scribe-soap-documentation-improvements.md"
"How to Create A Package  and Assign","how-to-create-a-package-and-assign","Guide for How to Create A Package  and Assign","<p><video controls src=""/videos/how-to-create-a-package-and-assign.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to create and assign a package to a patient. </p>
<h3>Step 1: Navigate to the Packages tab and select Templates.</h3>
<h3>Step 2: Click on Add New Template.</h3>
<h3>Step 3: Choose the Frequency.</h3>
<h3>Step 4: If applicable, set the Start Date.</h3>
<h3>Step 5: If applicable, set the Expiration Date.</h3>
<h3>Step 6: Choose a payment style.</h3>
<h3>Step 7: Enter the offer price of the package and the total number of sessions.</h3>
<p>Once you&#39;ve created the template, it&#39;ll be saved for future use.</p>
<h3>Step 8: Go to the All Packages tab. To assign a package to your patient, click on Add New Package.</h3>
<h3>Step 9: Select the appropriate Template.</h3>
<h3>Step 10: Click Next.</h3>
<h3>Step 11: Assign the package to the patient.</h3>
<p>You don&#39;t have to schedule all appointments at this stage. It&#39;s up to you.
The package price is split equally, but you can make edits if needed.</p>
<h3>Step 12: Click Assign Package. The package is now assigned to the patient and will be tracked accordingly.</h3>
<h3>Step 13: Click on the patient&#39;s name to view the assigned package and its details. You can also edit the package here if necessary.</h3>
<h3>Step 14: Navigate to the Appointments page to schedule the patient from the package.</h3>
<h3>Step 15: To schedule the patient based on the package, select the appropriate slot.</h3>
<h3>Step 16: Find the patient&#39;s name.</h3>
<p>You&#39;ll see an alert about the appointment scheduled for the package.
You can decide whether to continue scheduling this patient off of the package or for other types of visits. </p>
<h3>Step 17: To check which package the patient&#39;s been scheduled under, click on Appointment info.</h3>
<p>You&#39;ll see the assigned packages.</p>
<h3>Step 18: Select the appropriate appointment type.</h3>
<h3>Step 19: Click Send Link and Reserve Appointment.</h3>
<p>You can view the appointment as a package appointment if you click on the Appointment tile. In the summary, you&#39;ll see the package name and the count that was applied.</p>
","packages","packages","packages","","packages/how-to-create-a-package-and-assign.md"
"Adding a Referring Physician to Dashboard","adding-a-referring-physician-to-dashboard","Guide for Adding a Referring Physician to Dashboard","<p><video controls src=""/videos/adding-a-referring-physician-to-dashboard.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Add a referring physician to the dashboard. Click on the profile icon here.</h3>
<h3>Step 2: Go to - Manage Referring Physicians.</h3>
<h3>Step 3: Click on Add Referring Physician.</h3>
<h3>Step 4: Fill in the details.</h3>
<h3>Step 5:</h3>
<h3>Step 6: Enter the mandatory information.</h3>
<h3>Step 7:</h3>
<h3>Step 8: Enter the address.</h3>
<h3>Step 9:</h3>
<h3>Step 10:</h3>
<h3>Step 11: Click on save.</h3>
<h3>Step 12:</h3>
<h3>Step 13:</h3>
<p>And it will be added successfully.</p>
","profile-management","profile-management","profile-management","","profile-management/adding-a-referring-physician-to-dashboard.md"
"Adding a User to the Dashboard","adding-a-user-to-the-dashboard","Guide for Adding a User to the Dashboard","<p><video controls src=""/videos/adding-a-user-to-the-dashboard.mp4"" style=""width: 100%""></video></p>
<p>This guide explains how to add a new user to the dashboard.Start by clicking on the profile icon.</p>
<h3>Step 1: Select manage users.</h3>
<h3>Step 2: Choose add user.</h3>
<h3>Step 3: Input the user&#39;s name and email address.</h3>
<h3>Step 4: Choose the clinics where the new user should be visible.</h3>
<h3>Step 5: Define the user&#39;s role.</h3>
<h3>Step 6: Decide between sending an invite or creating the profile yourself. If you select send invite, the user receives an email to create their own profile. If you choose continue, you&#39;ll create the user profile.</h3>
<h3>Step 7: Fill in the mandatory details.</h3>
<h3>Step 8: Review all the details. Here, you&#39;re also able to upload a picture of the therapist. Click save when done.</h3>
<p>The new user now appears on the staff management dashboard. Return to your dashboard and refresh the screen. </p>
<h3>Step 9: Click manage activity. The new user is currently inactive.</h3>
<h3>Step 10: Click active and then save changes.</h3>
<p>Finally, select the user to confirm they&#39;ve been added to the dashboard.
That&#39;s it! You&#39;ve successfully added a new user to the dashboard.</p>
","profile-management","profile-management","profile-management","","profile-management/adding-a-user-to-the-dashboard.md"
"Editing Therapist Schedule","editing-therapist-schedule","Guide for Editing Therapist Schedule","<p><video controls src=""/videos/editing-therapist-schedule.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Hi. How to edit the schedule of a therapist? Click on the profile icon.</h3>
<h3>Step 2: Click on manage users.</h3>
<h3>Step 3: Select modify.</h3>
<h3>Step 4: If you want to update the timings of the therapist for specific days, deselect that date.</h3>
<h3>Step 5:</h3>
<h3>Step 6: Click on add new.</h3>
<h3>Step 7:</h3>
<h3>Step 8: Select the date.</h3>
<h3>Step 9: Select the timings.</h3>
<h3>Step 10:</h3>
<h3>Step 11: Select submit.</h3>
<h3>Step 12:</h3>
<h3>Step 13: As you can see on the dashboard, the Wednesday tab is full. If you go to Tuesday where we made the change, the therapist will be available from twelve to six.</h3>
","profile-management","profile-management","profile-management","","profile-management/editing-therapist-schedule.md"
"How to Add Multiple Offices and Fax Numbers to Referring Physicians","how-to-add-multiple-offices-and-fax-numbers-to-referring-physicians","Guide for How to Add Multiple Offices and Fax Numbers to Referring Physicians","<p><video controls src=""/videos/how-to-add-multiple-offices-and-fax-numbers-to-referring-physicians.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to add multiple offices and faxes to reference physicians.</p>
<h3>Step 1: Navigate to the profile and select Manage Referring Physician.</h3>
<h3>Step 2: Search for the reference physicians and select Edit.</h3>
<h3>Step 3: View the existing address. To add multiple offices and faxes, click on Add Office.</h3>
<h3>Step 4: Enter the Office Name and Fax Number.</h3>
<h3>Step 5: Add multiple offices by clicking on Add Office again.</h3>
<h3>Step 6: After adding all the offices and fax numbers, click on Save.</h3>
<p>Now, you&#39;re able to see the number of offices and faxes you&#39;ve added. Thank you.</p>
","profile-management","profile-management","profile-management","","profile-management/how-to-add-multiple-offices-and-fax-numbers-to-referring-physicians.md"
"Password Reset Instructions","password-reset-instructions","Guide for Password Reset Instructions","<p><video controls src=""/videos/password-reset-instructions.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: How to reset your password?  Click on &quot;Forgot password.&quot;</h3>
<h3>Step 2: Enter your username, which would be your email ID from which you log in.</h3>
<h3>Step 3: Click on submit.</h3>
<h3>Step 4: The email will be triggered to your registered email ID. Click on the password reset link.</h3>
<h3>Step 5: It&#39;ll take you to this screen.  Enter your new password.  Confirm the new password.</h3>
<h3>Step 6: Click on reset, and your password will be changed successfully.</h3>
","profile-management","profile-management","profile-management","","profile-management/password-reset-instructions.md"
"Patient Registration Process","patient-registration-process","Guide for Patient Registration Process","<p><video controls src=""/videos/patient-registration-process.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to register a new patient in the system.</p>
<h3>Step 1: Start by clicking on the Patients tab.</h3>
<h3>Step 2: Next, click on Add New Patient.</h3>
<h3>Step 3: Now, it&#39;s time to enter the mandatory information.</h3>
<h3>Step 4: After entering the necessary details, click on Add Patient.</h3>
<h3>Step 5: A new window will open where you&#39;re allowed to enter the patient&#39;s insurance card details, if available.</h3>
<h3>Step 6: If the insurance card details are not applicable, simply select Skip.</h3>
<h3>Step 7: The system will then direct you to the newly created patient&#39;s chart in the Personal Details page. Here, you&#39;re free to enter any additional information you prefer. If you don&#39;t have all the details at the moment, don&#39;t worry. The patient will also receive this form on their side during intake, so it&#39;s not mandatory for the clinic to fill out this form during registration.</h3>
","profile-management","profile-management","profile-management","","profile-management/patient-registration-process.md"
"Updating Therapist Shift Schedule","updating-therapist-shift-schedule","Guide for Updating Therapist Shift Schedule","<p><video controls src=""ERROR: Video transfer failed"" style=""width: 100%""></video></p>
<h3>Step 1: How to update the schedule of an individual therapist for that day? Click on the therapist&#39;s name.</h3>
<h3>Step 2:</h3>
<h3>Step 3: Enter the start time of the shift.</h3>
<h3>Step 4:</h3>
<h3>Step 5:</h3>
<h3>Step 6: Enter the end time of the shift, Click on save, and your shift will be updated successfully For making recurring shift time changes, select the time.</h3>
<h3>Step 7:</h3>
<h3>Step 8:</h3>
<h3>Step 9:</h3>
<h3>Step 10:</h3>
<h3>Step 11:</h3>
<h3>Step 12:</h3>
<h3>Step 13:</h3>
<h3>Step 14:</h3>
<h3>Step 15:</h3>
<h3>Step 16:</h3>
<h3>Step 17:</h3>
<h3>Step 18:</h3>
<h3>Step 19: Select the end time.</h3>
<h3>Step 20:</h3>
<h3>Step 21:</h3>
<h3>Step 22:</h3>
<h3>Step 23:</h3>
<h3>Step 24: Select yes for Recurrence.</h3>
<h3>Step 25:</h3>
<h3>Step 26: Select the frequency.</h3>
<h3>Step 27: Select the start date.</h3>
<h3>Step 28:</h3>
<h3>Step 29:</h3>
<h3>Step 30: Select the end date.</h3>
<h3>Step 31: Select the days.</h3>
<h3>Step 32:</h3>
<h3>Step 33:</h3>
<h3>Step 34: Click on save.</h3>
<h3>Step 35:</h3>
<h3>Step 36:</h3>
<h3>Step 37: To view the single therapist schedule, select there name only and uncheck others.</h3>
<h3>Step 38:</h3>
<h3>Step 39:</h3>
<h3>Step 40: You will be able to see that Monday, Wednesday till the twenty fourth, you have modified shift note timings.</h3>
","profile-management","profile-management","profile-management","","profile-management/updating-therapist-shift-schedule.md"
"Updating Your Profile Picture and Description","updating-your-profile-picture-and-description","Guide for Updating Your Profile Picture and Description","<p><video controls src=""/videos/updating-your-profile-picture-and-description.mp4"" style=""width: 100%""></video></p>
","profile-management","profile-management","profile-management","","profile-management/updating-your-profile-picture-and-description.md"
"Example Reference","example","A reference page in my new Starlight docs site.","<p>Reference pages are ideal for outlining how things work in terse and clear terms.
Less concerned with telling a story or addressing a specific use case, they should give a comprehensive outline of what you&#39;re documenting.</p>
<h2>Further reading</h2>
<ul>
<li>Read <a href=""https://diataxis.fr/reference/"">about reference</a> in the Diátaxis framework</li>
</ul>
","reference","reference","reference","","reference/example.md"
